photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bf84e24f40cdef3084276465b6a10d89ab17f44f.jpg,ซอยพัฒนาชนบท 4แขวงคลองสองต้นนุ่นเขตลาดกระบัง มีโครงการก่อสร้างหมู่บ้านในซอย มีรถ6ล้อ 10 ล้อ วิ่งส่งของตลอด ถนนพังเป็นหลุมเป็นบ่อ และมีการจอดรถข้างถนน ขวางการจราจรมาก ทำให้การจราจรติดขัด รบกวนหน่วยงานที่เกี่ยวข้องช่วยตรวจสอบพื้นที่และจัดระเบียบการจอดรถของผู้รับเหมาที่เข้ามาทำงานในโครงการให้เรียบร้อยด้วยคะ,"Soi Phatthana Rural 4, Khlong Song Ton Nun Subdistrict, Lat Krabang District There is a village construction project in the alley. There are 6 wheels, 10 wheels, runs all the time. The road broke into a bumpy. And there is a parking on the side of the road Blocked a lot of traffic Causing traffic congestion Please help the relevant agencies to check the area and organize the parking for the contractor who come to work in the project.",305
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a72a651a6fcd444ab2d39eeebd02b43841e354bc.jpg,ทางคอนโดมีเสียงเครื่องจักรรบกวนมาเป็นเวลานาน เคยแจ้งไปทางนิติบุคคลแล้วบอกว่าจะรีบแก้ไข ทางนิติแจ้งว่าเครื่องบำบัดเสียแต่ใช้งบประมาณเยอะมากแจ้งไปนานมากถึงวันนี้ยังไม่มีอะไรดีขึ้น เสียงรบกวนทั้งวัน เพราะเป็นมลพิษทางเสียงให้กับบ้านเรือนรอบข้างมาตลอดอยากให้ช่วยเข้ามาดูเพื่อแก้ไขครับ,"The condo has a disturbing machinery for a long time. Used to report to the juristic person and said that he would hurry to fix The forensic states that the treatment machine is broken but using a lot of budgets. Notifying for a long time until today, nothing has improved. Noise all day Because it has been a sound pollution for the surrounding houses all the time, wanting to help come to see",279
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9745d8a3c0fb4064557b8a908a5982cd3dea4f6d.jpg,ทางคอนโดมีเสียงเครื่องจักรรบกวนมาเป็นเวลานาน เคยแจ้งไปทางนิติบุคคลแล้วบอกว่าจะรีบแก้ไข ทางนิติแจ้งว่าเครื่องบำบัดเสียแต่ใช้งบประมาณเยอะมากแจ้งไปนานมากถึงวันนี้ยังไม่มีอะไรดีขึ้น เสียงรบกวนทั้งวัน เพราะเป็นมลพิษทางเสียงให้กับบ้านเรือนรอบข้างมาตลอดอยากให้ช่วยเข้ามาดูเพื่อแก้ไขครับ,"The condo has a disturbing machinery for a long time. Used to report to the juristic person and said that he would hurry to fix The forensic states that the treatment machine is broken but using a lot of budgets. Notifying for a long time until today, nothing has improved. Noise all day Because it has been a sound pollution for the surrounding houses all the time, wanting to help come to see",279
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f32dd3d40475e1b89191da4d7bb3813493178ac2.jpg,แยกอ่อนนุช17 ถนนชำรุด,"On Nut 17 intersection, damaged road",21
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1248b878e606d642fcb6dd27bbe6c2f5db9fdc6d.jpg,ซอยบางบอน 3 ซอย 1 แยก 2 น้ำท่วมถนนพังใช้รถลำบากมากครับ,"Soi Bang Bon 3, Soi 1, intersection 2, flooding the road is very difficult to use the car.",54
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d9e64ec5efa4e07559d9e3cdc99626018ce5812d.jpg,เขตไม่ดูแลปล่อยให้ทำงานที่มีแต่อันตรายคนเดินทางเท้า อาคารไม่ได้มาตรฐาน เสาแตกร้าว พื้นแอนท้องช้าง ไม่มีเซฟตี้ ที่กันป้ายบอกให้ระวังอันตราย ก็ไม่ บริษัทรับงานก็ไม่ติดประกาศให้ชัดเจน ใช้พนักงานต่างด้าว,"The district does not care, allowing work to be dangerous. The building does not meet the standards, the pillars cracks, the stomach floor, there is no safety. Use foreign employees",199
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/db73388e6fe3cc4f7ef97af51269aa380fa45a0a.jpg,โครงการ Landmark MRTA เปิดใช้เครื่องจักรวันอาทิตย์ เสียงดังรบกวน รวมไปถึงมีกลิ่นรุนแรงตั้งแต่เมื่อวาน,The Landmark MRTA project is on Sunday machinery. Disturbing Including a severe smell since yesterday,101
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2a22bda076bfc1a58821b0f22d5dbed361fc0c5f.jpg,ซอยอ่อนนุช 49 มีสายไฟย้อยลงมาเกือบถึงทางเดินริมฟุตบาท หากมีคนเดินไม่ระวังอาจเสี่ยงโดนไฟช็อตได้ ช่วยประสานงานให้เขามาเก็บขึ้นทีค่ะ,"Soi Onnut 49, there was a wire of the wires down almost to the footpath. If someone is not careful, it may be at risk of being hit by a shock. Please coordinate him to collect it.",129
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/62ed99bb0bf9728ee13378110cc2aefe13e919ed.jpg,ฝาท่อแตก เปลี่ยนฝาท่อ,The pipe cover changes the pipe cover.,21
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bc792f96ce3fbe108a3f283409f67a1af1d4a043.jpg,อยากให้ทำป้ายบอกทางให้เลี่ยงถนน ใครที่จะไปพระราม3 ให้ตรงไปแยกท่าพระแล้วลอดอุโมงค์ตัดใหม่จะสะดวกกว่า มันจะไวกว่าไปที่ขึ้นสะพานราชพฤกษ์แล้วรถจะไปติดตอนเลี้ยวไปทางเดอะมอลล์ครับ ช่วยลดปัญหาจราจร,Would like to make a sign to avoid the road Who is going to Rama 3? Go straight to Tha Phra intersection and pass the new tunnel. It will be faster than going to the Ratchaphruek Bridge and the car will be stuck when turning to The Mall. Helps reduce traffic problems,190
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4f8693e5e2ac0494965117e2d0d7cd4d60c49a9b.jpg,กรณีพบแมวไม่ทราบเจ้าของ คาบลูกแมวมาอยู่ในพื้นที่ หมู่บ้านฯ จำนวน 5 ตัว สามารถประสาน เจ้าหน้าที่ส่วนไหนมารับไปดูแลต่อได้บ้างครับ,"In the case of an unknown cat The kittens are in the area of ​​the village, 5 numbers. Which part of the staff can be coordinated to take care of it?",127
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/56379d6bd26f4e0ba35b9f1d349dc9ae8f20c945.jpg,ถนนในซอยบางบอน3 ซอย 1 แยก 2 พัง ชาวบ้านใช้รถใช้ถนนลำบากมากคะ,"The road in Soi Bang Bon 3, Soi 1, Junction 2, the villagers use the car very difficult to use.",60
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/5954f4d616bb0b7af66857b0f34637591f050e26.jpg,ชื่นชมเจ้าหน้าที่รัปษาความสะอาดครับ ทำงานดีขยันวันอาทิตก็ยังทำงาน  แต่เป็นห่วงเรื่องความปลอดภัย  เพราะบริเวณทำความสะอาดเป็นเกาะกลางถนน ไม่มีกรวยหรือสัญญาลักให้รถเห็นขณะทำความาะอาดอยู่  เป็นห่วงเรื่องความผลอดภัย  ก.ท ม ช่วยดูแลหน่อยครับ,"Appreciate the cleaning staff. Work well, diligent, day, such as the work is still working. But worried about safety Because the cleaning area is an island in the middle of the road There is no richness or a symbol for the car to see while the jungle. I'm worried about the disaster. Please take care of it.",235
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8e44a8bbff29555720c8f71739c65a20a1b6e53f.jpg,สวนสาธารณ 50 พรรษา น้ำท่วมขัง ในบึงกังหันไม่ทำงาน ทำให้น้ำเน่า ส่งกลิ่นเหม็น ทางวิ่งแตก และมีนูนขึ้นมา ส่งผลอันตรายขณะวิ่งได้ กรณีเท้าพลิก,"The 50th anniversary of the public park is flooded in Bueng, the turbine does not work, causing the sewage to smell the runway to break and have a convex. Dangerous while running in case of turning foot",138
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/313e1fede22e8d49576abbd67d21b50ec4641f75.jpg,รถคันเดิมจอดที่เดิมแจ้งครั้งที่3 หายไป5-6วันก็กลับมาจอดอีก ครั้งนี้จอดมา5วัน4คืนแล้วครับ,"The same car parked at the same time, notify the 3rd time. Disappeared for 5-6 days, then came back to park again This time I parked for 5 days and 4 nights.",88
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/cdc980f8de5541b729437c79d57a5d70d4fabb51.jpg,ร้านข้าวมันไก่ไหหลำนำขยะเศษอาหารทิ้งในคอกต้นไม้บนทางเท้าสาธารณะ,Hainan chicken rice shop brings garbage waste in a tree stall on a public sidewalk.,63
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2dfac33b3d69ff98eb0b7b2553ac9a1075268cc0.jpg,พื้นถนนเป็นหลุมบ่อลึกมานานมาก บริเวณตีนสะพาน ไม่มีหน่วยงานใดมาแก้ไข,The road surface is a deep potho. Bridge area No agency came to edit.,67
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6ebfb4340388a6665cabc643f475bf763b6e40fd.jpg,ร้านข้าวมันไก่ไหหลำนำขยะเศษอาหารทิ้งในคอกต้นไม้บนทางเท้าสาธารณะ,Hainan chicken rice shop brings garbage waste in a tree stall on a public sidewalk.,63
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2477144c7dd5599aa7244c426db62835467a4a81.jpg,ซอยประดิพัทธ์ 25 มีการปิดไม่ให้เข้าออกในช่วงกลางวันไม่มีทางเข้าออกอ่ะค่ะต้องทำยังไงคะ มีการก่อสร้างโครงการหน้าปากซอย,"Soi Pradiphat 25 is closed, not to get in and out during the day. There is no way to get in and out. What to do? There is a construction of the project in front of the alley.",116
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b9da5761df852a4433c11034e6f67fce947e8178.jpg,จากที่ผมร้องเรียนไป เลขเรื่อง 2022-MYXWXN.  ยังไม่ดำเนินการเลยครับ ทั้งไฟส่องสว่างทั้งคอสะพานซุตตัว ผมแจ้งไปเดือนกว่ามิได้มีการแก้ไขแต่อย่างใด. เป็นไปได้อยากให้แก้ไขรวดเร็วแบบผู้ว่าอัศวิน ไม่ไช่ดองปัณหาครับ,"From what I complained about the number 2022-Myxwxn. I haven't done it yet. Both the lights, including the neck of the Sut Bridge I informed that the month was not resolved in any way. It is possible that I want to fix it as fast as the Knight Governor. Not picking up",206
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/57482f679d69e2fb69ddd2121233b4dd3ca51743.jpg,ความปลอดภัยทางเท้า,Side safety,18
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c962ec42af7236fb73906462144a761bf5165a58.jpg,เสาป้ายซอยหัก และสายไฟหลุด,"Poen sign, broken alley and the wires are dropped.",26
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e458f77c2a8b2b6e7fc13f63d32439ce15fc0698.jpg,ทางเท้าประเทศไทยแบบนี้เหรอ,Thai sidewalk like this?,26
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e3104ac93dbd3c359b640d0402f93a0047856fc4.jpg,สำนักงานเขตทำดีได้แค่นี้เหรอครับ,Can the district office do good?,32
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/99725e65f3a3c9dbd3e5ae5d525e7d7c0805107d.jpg,บริเวณทางลงจาก BTS อ่อนนุชปากซอยสุขุมวิท 81 เป็นเรื่องเดิมที่เคยแจ้งไปแล้วและมีเจ้าหน้าที่เข้าไปจัดการแล้วหลายครั้งต้องเป็นการจัดการของเขตวัฒนาในบริเวณมีร้านค้าจำนวนมากตั้งขายของบนบาทวิถีขวางทางการเดินเท้า ทำให้สามารถเดินได้ลำบากครับ,"The area down from BTS On Nut, the entrance of Soi Sukhumvit 81 is the original story that has already been informed, and the staff have already managed to manage many times. It must be the management of the Wattana area in the area. There are many shops selling on the baht. Makes it difficult to walk",237
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/fff34e5292b30a330855e030745e90a80f995b69.jpg,ขายของลุกล้ำทางเท้า ทำให้สัญจรลำบาก รบกวนหน่อยงานที่เกี่ยวข้องแก้ไขให้หน่อยค่ะ,"Selling things up the sidewalk Makes it difficult to travel Please bother the relevant work, fix it.",78
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c19f9160cca8aa6091779ab434ca33205bac39a6.jpg,ถนนเย็นอากาศที่ที่มีทางเท้าให้เดินบางระยะ แต่มีทางเท้าให้เดิน แนวรั้วแฟลตทหารเรือ ซึ่งไม่กว้าง และชำรุด ได้มีปลูกต้นไม้ตามแนวทางเท้า ทำให้ทางที่ชำรุด และแคบต่อการเดินไปอีก ทำให้คนเดินถนนต้องมาเดินบนถนนแทน  ซึ่งอันตราย ไม่ปลอดภัย,"The cool road with a sidewalk to walk at some distances. But there is a sidewalk to walk The naval flats, which are not wide and damaged, planting trees along the path. Damage And narrow to walk again Causing the pedestrians to walk on the road instead, which is not safe",228
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/d6f3df868f643078ddc8afcf4f64af4188d7a038.jpg,ตัวอย่างการแจ้ง รบกวนมาเก็บขยะด้วยครับ,Example of notification Please come to collect garbage too.,38
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7181f315bd154950ddb930be024bfe8480f32c63.jpg,บริเวณปากซอยทางเข้าวัดพระยาศิริไอยสวรรค์ บางยี่ขัน  ติดกับสนามบาสพระราม 8 มีร้านก๋วยเตี๋ยวไก่ ตั้งกีดขวาง มีโต๊ะเก้าอี้วางเกะกะบนฟุตบาธ ช่วงเวลาเย็น  ทำให้เดินไม่ค่อยสะดวก ขายบนฟุตบาธได้ด้วยหรอ,"At the entrance of the entrance to Phraya Siri Iyiyai, Bang Yi Khan Temple, next to the Rama VIII basketball court, there is a chicken noodle shop. Can it be sold on the footbath?",193
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/326f20f7d460a1153002611a6bdb4338068f5c9a.jpg,ที่ชลอความเร็ว,At the speed,14
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/391f873eb714afb99082af5015e4bcdf78468ff5.jpg,เรียน ผู้อำนวยการฝ่ายเทศกิจ เขตบางคอแหลมเรื่อง ขอยกเลิกจุดผ่อนผัน หน้าบ้านเลขที่ 2351/1 -2351/5 (5 อาคารพาณิชย์ )สืบเนื่องจากที่ผ่านมาได้มีผู้ค้ามาตั้ง ร้านเพื่อจำหน่ายอาหารหน้าอาคารพาณิชย์มาเป็นเวลานานแล้ว ทั้งนี้น่าจะมีการลงทะเบียนผู้ค้ากับทางเขตบางคอแหลมไว้ แต่ในปัจจุบันนี้เป็นเวลากว่า 5 ปีที่จุดผ่อนผันบริเวณดังกล่าวนี้ไม่มีการขายของมานานแล้ว ซึ่งทุกบ้านมีความพอใจและเห็นดีด้วยที่หน้าบ้านของพวกเราสะอาดดี ทำให้สภาพแวดล้อมดีขึ้น ทางเท้าไม่สกปรกเลอะเทอะ สัตว์น่ารังเกียจ อาทิ มด แมลงสาบ และหนูเบาบางลง ซึ่งเป็นสาเหตุที่ทำให้คนในบ้านเป็นโรคภูมิแพ้ พวกเราทุกบ้านดังที่กล่าวมารู้สึกพอใจ แต่จู่ๆเมื่อวันพุธที่ 5 ตุลาคมที่ผ่านมา ได้มีร้านก๋วยเตี๋ยวเป็ดมาตั้งวางขายอาหาร ณ จุดดังกล่าวอีกครั้ง ได้พูดคุยกันในระดับหนึ่ง โดยทางผู้ค้าได้อ้างถึงการที่เจ้าหน้าที่เทศกิจ ได้แจ้งให้มาตั้งบริเวณดังกล่าวโดยไม่มีการบอกกล่าวล่วงหน้ากับพวกเราแต่อย่างใด ซึ่งทางพวกเรารู้สึกไม่พอใจและไม่อยากให้ผู้ค้ามาตั้งในบริเวณนี้อีกต่อไป ดังนั้นจึงอยากจะขอความอนุเคราะห์แจ้งให้ทราบว่า ต้องการให้ทางเขตบางคอแหลมยกเลิก จุดผ่อนผันในช่วงบริเวณที่พักอาศัยตามเลขที่บ้านดังกล่าว และขอความกรุณาช่วยทำการย้ายร้านค้าให้ไปอยู่ในบริเวณอื่น ทั้งนี้พวกเรา กลุ่ม 6 อาคารพาณิชย์จึงลงชื่อเพื่อรับทราบเพื่อ ให้ทางหน่วยงานที่รับผิดชอบทราบถึงปัญหาที่เกิดขึ้นขอแสดงความนับถือกลุ่ม 5 อาคารพาณิชย์,"Study of the Municipal Director Bang Kho Laem District Request to cancel the waiver In front of the house number 2351/1 -2351/5 (5 commercial buildings). The shop has been selling food in front of the commercial building for a long time. However, there should be a registration of traders and Bang Kho Laem District. But nowadays, it is more than 5 years that the waiver of this area has not been sold for a long time. In which every house is satisfied and well seen in front of our house Improving the environment The sidewalk is not dirty. An abomination, such as ants, cockroaches and rats Which is the reason why people in the house are allergies All of us, as mentioned above, are satisfied. But suddenly on Wednesday 5 October There was a duck noodle shop for sale at the said point again. Talked to a certain extent Which the trader referred to the municipal officials Have informed him to set up the said area without any advance notice to us Which we are not satisfied and do not want traders to set up in this area anymore Therefore would like to ask for help Want the Bang Kho Laem District to cancel The relaxation point during the residence area according to the said house number And please help to move the store to another area However, we, group 6, commercial buildings, therefore signed to acknowledge To the responsible department to know the problems that occur, would like to show respect for the group 5 commercial buildings",1252
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8c33a748440cd54543b116dd9cd5500b2262eef0.jpg,ค่าโดยสารรถจักรยานยนต์ 2 ล้อ วินหน้าหมู่บ้านวิชิตนคร มีการปรับขึ้น 5 บาทต่อเที่ยวรถ โดยอ้างว่ามีการประกาศขึ้นราคามาตั้งแต่ช่วงเมษายน ที่ผ่านมา ซึ่งราคาที่ปรับขึ้นค่อนข้างที่จะสวนกระแส ราคาน้ำมันเบนซินที่ปรับลดลงอย่างมาก จึงอยากทราบว่า กฎกระทรวงฯ ฉบับไหนที่ให้อำนาจการปรับขึ้นราคาค่าโดยสาร ถ้าไม่เป็นไปตามจริง รบกวนจัดการเรื่องที่แจ้งด้วยครับ    อนึ่ง ราคาค่าโดยสารรถจักรยานยนต์ 2 ล้อที่วินอื่น ๆ เช่น วินหน้าหมู่บ้านวรการฝั่ง สน. บางมด และวินหน้าหมู่บ้านสินทวี ในเขตเดียวกัน ไม่ได้มีการกล่าวอ้าง และปรับราคาขึ้นแต่อย่างใดขอบคุณครับ,"2 -wheeled motorcycle fare in front of Wichit Nakhon Village Has increased by 5 baht per car trip By claiming that the price has been announced since April, which the price rises quite to the trend The price of gasoline is greatly reduced. Therefore would like to know which ministerial regulations that give the power to increase the fare price If not true Please handle the matter. In addition, the price of 2 wheel motorcycle fares at other wins such as Win in front of Worakarn Village, Bang Mot Police Station and Win in front of Sinthawi Village. In the same area Not claimed And increase the price in any way. Thank you.",535
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/65e6200f417316c718329bcaaa4c1b4f509377b9.jpg,ขยะบนสะพานลอยตรงป้ายรถเมล์ตลาดโชคชัย4 สกปรก มีขยะแบบนี้แทบทุกวัน,"The garbage on the overpass at the bus stop, Chokchai 4 market, dirty, with this kind of garbage almost every day.",64
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3f79e386b0992f1417cd95abaaeac54abc38e532.jpg,ถนนเป็นหลุมลึก มีรถบรรทุกเข้าซอยตลอด ทำให้ถนนชำรุด,The road is a deep hole. There are trucks entering the alley all the time. Damage the road,50
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/01d31a029153d994471427b87fca70fae59d1b74.jpg,ซอย สังฆสันติสุข12 รถขยะไม่เข้ามาเก็บล่าสุด2สัปดาห์แล้วเป็นบ่อยมากครับ อยากไห้มาเก็บด้วยครับซึ่งเดือดมากครับ หมาแมวก็คุ้ยขยะด้วยครับ,"Soi Sangkhasantisuk 12 The garbage truck has not come to collect the latest 2 weeks. It's very often. Would like to come to collect too, which is very boiling Dogs, cats, also rub the garbage too.",132
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e33ae5f2bca0a6f7b2ec88bedbb1c0472c6ec1eb.jpg,รถจอดขวางทางในซอยทุกวันพระและมีคนมาขายของสองข้างทาง ในซอยสัญจรลำบากมากค่ะ,"The car parked in the way in the alley every day, the monk and someone came to sell two sides. In the alley is very difficult to travel.",73
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3efd9413008c1f8ec31ea2de2af3882e26adcbd8.jpg,ลูกแมวติดบนต้นไม้ริมรั้วโรงเรียนอัสสัมชัญในซอยเจริญกรุง 40 ค่ะ,The kitten is stuck on a tree by the fence of Assumption School in Soi Charoen Krung 40.,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/a63d7452f4a98890cef0b0fca670c7f77f7115fd.jpg,ถนนเป็นหลุมเป็นบ่อตลอดทาง,The road is a bumpy along the way.,25
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b8ca8c52d84904c64d3fb83e5073ea8455bfd2ef.jpg,เอาดินผสมกรวดมาถมถนน แค่วันเดียว จากถนนดีๆ กลายเป็นหลุมเป็นบ่อ  เอายางมะตอยมาลงได้ไหม,Put the soil mixed in the road for just one day from a good road to bumpy Can you bring the asphalt?,85
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b9a886d3139f9d9cf11f18ff305c301b13ff20bf.jpg,รปภ ในสวนบึงหนองบอนขี่รถจักรยานยนต์นัำมันดีเซลเดือดร้อนผุมาใช้สวน,"The security in the Nong Bon Bueng Park riding a motorcycle, it is diesel in trouble to use the garden.",65
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7877a21ae49e8e67b42c99e7e9d78f9850a643c6.jpg,ควันเข้าบ้านทุกวัน เยอะทุกวันค่ะ,Smoke enters the house every day. A lot every day,32
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/1e00de244428c4168ba34d0b97e099f7ed90d5ee.jpg,มีสายหย่อยลงมาถึงพื้น ไม่แน่ใจว่าเป็นสายไฟหรือสายสื่อสาร,With a line down to the ground Not sure if it is a power cable or communication line,56
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/14b7a06cb3978d91276b38a173239e9c04d7417f.jpg,ป้ายโฆษณาเอียงละเกะละกะยื่น บางป้ายที่กั้นขยะยื่นออกมาพร้อมทั้งเป็นรูจึงทําให้ขยะปลิวออกมาเเละมีการติดป้ายโฆษณาทับ,"Advertising signs, tilted Some signs that block the garbage protruding, as well as holes, causing the garbage to blow out and have a billboard overlapping.",114
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/45b4971a4c7d9b0fabc312550db820afe9ff5eba.jpg,น้ำปูนเลอะเทอะถนน ไม่มีเจ้าหน้าทีดูเเล,"The water is sloppy, road. No staff",38
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/23a5158e8e44668f6db5ddedd7b3df971f28dd6e.jpg,"ร้านขายไข่ข้าวว ผมซื้อมาถึงห้องพอจะกินดูดดูมีกลิ่นเหมือนกำลังจะเสียแล้ว พอเอามือจับเริ่มเหนียวๆ ของน่าจะนาน อยากให้หน่วยงานที่ดูแลเรื่องความปลอดภั​ทางอาหารลงตรวจให้หน่อยคับ ว่าร้านเอาของที่เสียแล้วมาขายให้ไหม, เพราะผมต้องทิ้งเลยไม่กล้ากิน","Rice egg shop I bought it to the room to eat, suck and smell like it was about to lose. Once the handle is sticky, it should be a long time. I would like the agency that takes care of food safety. Whether the shop has sold the goods and then sell it, because I have to leave, so I don't dare to eat",238
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b6ed62b5ae22299bb453fbb156ba648ec22d0dd7.jpg,ลักลอบปล่อยนำเสียจากplant ปูนในช่วงเช้าเจ้าที่รับผิดชอบได้ตักเตือนแล้วครั้งหนึ่งแต่ยังฝ่าฝืนกระทบอีก,"Smuggling from PLANT The lime in the morning, the responsible, warned once, but still violating it again.",101
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7462bfeec592e95a6f6da97dca66b28352f0a52a.jpg,เจ้าหน้าที่แจ้งว่าเรื่องขยะจะจัดเก็บทุกวันพฤหัส? ขยะมีทุกวันครับ นับรายนาทียังได้ คุณเก็บอาทิตย์ละครั้ง ผมว่ามันไม่เมคเซนส์,Officials report that the garbage will be collected every Thursday? The garbage is every day. Can count the minute You keep once a week I think it's not a mecase.,123
