photo,comment,comment_en,sequence_length
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ff7e7c186556b4bc678544c64564bb01f8864b65.jpg,พื้นผิวถนนเป็นหลุม (ซ.อ่อนนุช17ฝั่งเลี้ยวออกจากซอยไปถนนอ่อนนุช บริเวณฝั่งตรงข้ามร้านบ้านดำแกลลอรี่),"The road surface is a hole. (Soi Onnut 17, turn out of the alley to Onnut Road The opposite side of Ban Dam Gallery)",99
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/941c217898e2b280caf3975ff6b80cb7e98f7bc9.jpg,ปล่อยน้ำเสียลงคลอง,Release waste water into the canal,18
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/219f7ae18432dacd858abcb6b6648852c54c7d61.jpg,ขอให้มาลอกคลองหน่อยค่ะ ขยะวัชพื้นเต็มเลย,Please come and copy the canal. The full ground garbage,40
https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,nan,nan,3
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9824356331e38bbf4399770f6f1175ea765e3973.jpg,ช่วยลาดยางมะตอยให้หน่อยครับหน่อยครับ ช่วงท้ายจะเป็นหินรุกรัก ช่วยหน่อยนะค่ะ,"Please help the asphalt. At the end, it was a rock. Please help.",75
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/40d94ea5294674e6d5516b06cd443ab5d090e479.jpg,ความสะอาดบนทางเท้า,Cleanliness on the sidewalk,18
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/9979369fc4c1aeca3924e25f6ad3000a79dc09e5.jpg,เครื่องสูบน้ำมาตั้งหน้าตึกบดบังทัศนียภาพ ไม่มีการแจ้งเจ้าของอาคาร,The pumps are in front of the building to obscure the scenery. No building owner,65
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/b8260cdf969f5758b17f5e97a36c69a619f78f3b.jpg,ตากผ้า+จอดรถ บนถนนในซอย ทำให้เข้าออกไม่ได้ค่ะ,"Dry clothes+park on the road in the alley, so you can't get in and out.",45
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6c5aa2afedc5dd6801128fceb0fc7e9121e323d9.jpg,ของบประมาณทำถนนใหม่หน่อยครับ,The budget is made to make a new road.,28
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/f9322d152e97dd1584b0d31b1a8e66324313d3a4.jpg,รบกวนตรวจสอบให้นิดครับ ว่ามีการขอถูกต้องหรือไม่ มีการเจาะพื้นถนน ซึ่งไม่ทราบว่าเพื่อการใด ไม่ได้มีการแจ้งเป็นลายลักษณ์อักษรไว้ ภายในซอยสุขสวัสดิ์ 14/17,Please check a little. Whether there is a request correctly or not There is a road surface. Which does not know which for Not written in writing Within Soi Suksawat 14/17,151
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/697d7acb9010df1f95ebb3b4dba679c4f0455030.jpg,ถนนกัลปพฤษกษ์6(ซอยยิ้มประยูร)ได้มีผู้รับเหมาทำถนนเทคอนกรีตจากสะพานข้ามคลองพระยาราชมนตรีจนถึงคลองบางส่ายกระผมสงสัยว่าได้ทำรางวีบ้างส่วนแล้วผู้รับเหมาบริษัทนี้ไม่ได้มาตรฐานเลยทำให้มีการรื้อถอนอีกแล้วอย่างนี้จะถึงจะคืนพื้นที่ให้ประชาชนยังไงครับขนาดได้มีทำการปิดถนนแล้วงานที่ลงมือทำยังไม่ถึงไหนเลยกำหนดการจะคืนพื้นที่ให้ประชาชนตอนนี้สัญจรก็ลำบากอยู่ แล้ว ใคร่ขอร้องให้ทางเจ้าหน้าที่ทีเกี่ยวข้องช่วยมาตรวจสอบผู้รับเหมาชุดนี้ทีครับ ขอบคุณอย่างสูง,"Kalapapruek 6 Road (Soi Yim Prayoon) has a contractor to make a concrete road from the bridge over the Phraya Ratchamonthan Canal to the Bang Chok canal. How to demolish again, how to return the area to the public, the size has closed the road and the work that has been done has not yet reached anyway. Related staff helped to check this contractor. Thank you very much",440
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/01e90c9288abd567fc5f80a2ca2af7710d763ad3.jpg,รามคำแหง43/1 ทางเท้าหน้าโครงการคอนโดโมดิซไรม์ที่เดิมเลยค่ะ รถโรบินฮู้ด/ฟู้ดแพนด้าเหมือนเดิม เห็นแจ้งว่าเอาออกแล้ว แต่วันนี้เห็นกลับมาตั้งแผงขายของ และเอารถมาจอดเหมือนเดิม,"Ramkhamhaeng 43/1 on the sidewalk, the condo project of the original Modern Rym condo project. Robin Hood/Food Panda Saw that it was removed But today saw back the stall And parked the car as before",170
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/0ab78f71d231af2b418faff4765d8c07dc25da5f.jpg,ไฟส่องสว่างดับนะครับ จำนวน3ต้น  ต้นที่ ม11 ม12ม13,The light shines off in the amount of 3 trees at 11 m. 12 m. 13,49
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/7e8e44b646ca71d167d8bf2cedcbe7ad6bc51fc9.jpg,แจ้งเรื่องไปหลายรอบแล้ว แต่ยังไม่แก้ไขปัญหา ที่เกิดขึ้น ยังคงมีกระถางต้นไม้กีดขวางการจราจรภายในซอย (เรื่องกรวยกันออกจากบ้านเข้าใจได้),Reported many times But still not resolving the problem that there is still a pot to obstruct the traffic in the alley (The cone is out of the house. Understand),133
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/6a6fc9bc3dab2c5587e0fbf5d4554921c3f4d775.jpg,ทางเท้าชำรุด,Damaged sidewalk,12
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/acb546ea73d2fc64f89f8fc716341efb420ebe3f.jpg,ตลาดโกสุม มีการก่อสร้างอาคาร แล้วทำให้กำแพงบ้าน ของดิฉันเสียหาย ตามหลายรอบ แล้ว ไม่ยอมมาทำให้,Kosum Market has the construction of buildings. Then make the house wall Of mine damaged many times and refused to come to make,93
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/e40b9b3646a7f1f1ed1a4f4b396ebe1a459affec.jpg,กระเบื้องทางเท้าแตก,Broken sidewalk tiles,19
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/2a9f184af333a244728fe1d8c2a1dcde8dd25500.jpg,สายสัญญาณขาดขวางทางเข้าซอย,The signal cable is torn in the entrance to the alley.,26
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/892949f4a24a385c626ff22e3e0ec8ca0bae84a3.jpg,ไฟส่องสว่างสาธารณะดับมาเป็นเวลานานเป็นอันตรายแก่ผู้สัญจรในพื้นที่เปลี่ยวครับ เสาไฟต้นเลขที่   ท17 และ ท 18 ครับ สถานที่ ซอยเพชรเกษม 110 ทางริมคลองกำนันเทียม เขตหนองแขม แขวงหนองค้างพลู กรุงเทพมหานคร,"Public illumination has been extinguished for a long time, harmful to those traveling in a lonely area. Fire pillars, No. 17 and 18, Soi Petchkasem 110, on the edge of Kamnan Thiam Canal, Nong Khaem District, Nong Lang Phlu Subdistrict Bangkok",197
https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,nan,nan,3
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/edd089ff0314acc06d422c22d88596eb0765ce2e.jpg,ซอยสุขสวัสดิ์ 14 เป็นทางลัดไปพระราม 2 และแยกต่างๆ ปริมาณรถเยอะทั้งวัน มักจะมีรถบรรทุกใหญ่ จอดรอเวลา ทำให้สัญจรไป-มา ไม่สะดวก และเป็นอันตรายต่อรถมอเตอร์ไซร์ จักรยานเยอะ บางวันจอดทั้ง 2 ฝั่งซอย ทำให้กีดขวางช่องทางเดินรถ เป็นซอกมุม รถเล็กหลบหลีกวุ่นวายลำบาก วุ่นวาย ฝุ่นเยอะมาก มีหลายโรงงาน  warehouse พื้นที่เตรียมชิ้นส่วนของทางด่วนยกระดับสำหรับถนนพระราม 2 แต่คนขับรถในซอยดังกล่าว ไม่คำรบกฎ จอดรถขวาง จอดฝั่งห้ามจอดวันคู่ วันคลี่ จอดทิ้งรถ จอดหน้าปากซอยทำให้เลี้ยวไม่พ้น,"Soi Suksawat 14 is a shortcut to Rama 2 and various intersections, a lot of cars all day. Often have a large truck parked, waiting for the time to travel-inconvenient and harmful to a lot of motorcycles. Some days park on both sides of the alley, causing the car to obstruct the vehicle into a small corner of the car, dodging, chaotic, difficult dust. There are many factories, Warehouse, the area to prepare parts of the expressway for Rama 2 Road, but the driver in the said alley does not fight the rules, parking in the side, parking on the banks of the pair.",470
https://storage.googleapis.com/traffy_public_bucket/TeamChadChart/corruption_photo2.png,nan,nan,3
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/bbba7f73d72ff76177d9a19d28c5b276951a644b.jpg,นกพิราบเยอะ มีเศษอาหารสกปรกตรงป้ายรถเมล์ แก้แล้วก็ยังกลับมาอีก,A lot of pigeons have dirty food at the bus stop. Solve and still come back,62
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/8baa296dccf4be54a101d2a75bc05d60d134832e.jpg,เหม็นขยะและเจ้าหน้าที่มา และ copy  ข้อความเดิมมาตลอด สรุปไม่ได้ทำอะไรเลย,"Smelly and staff and copy the same text all the time In conclusion, I didn't do anything.",72
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/538e2897d1154c0b91bca9b771d8a1765cf5fb45.jpg,ไฟถนนดับมานานมากจะเป็นเดือนแล้วค่ะเป็นอันตรายต่อผู้ขับรถยนต์และผู้ข้ามถนนมาก...บ่อยที่มีรถขนกันจนคนตายแต่ไม่มีการแก้ไขฝากหน่วยงานช่วยแก้ปัญหาไฟฟ้าดับด้วยนะค่ะ,"The road lights have been out for a long time. It will be a month now. It is very dangerous to the driver and the road people. ... Often, there are cars until the dead, but there is no solution to the agency to help solve electricity.",158
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/c4452372cff3dab64376b8bcf4af421948a13582.jpg,วันที่ 20 ต.ค.65 ภายในซอยพหลโยธิน 40 ช่วงกลางซอย ใกล้ๆ หอพักทองปาน 2 มีชายสติไม่ดี มาเร่ร่อนเป็นคนไร้บ้านอยู่ภายในซอย สภาพเหมือนป่วยหนัก (เกรงว่าจะอันตรายถึงชีวิต) ได้ข้อมูลจากชาวบ้านว่าน่าจะเป็นคนที่เคยอาศัยอยู่กับญาติและเคยขับวินมอเตอร์ไซด์ภายในซอย แต่ปัจจุบันญาติเค้าได้ย้ายที่อยู่ไปแล้ว อยากให้เจ้าหน้าที่มาตรวจสอบและพาไปดูแลเพื่อความปลอดภัยของคนเร่ร่อนเองและคนในชุมชนครับ,"On 20 October 2018, in Soi Phahonyothin 40, in the middle of the alley near the Golden Dormitory 2, there are bad men. Come to wander as a homeless inside the alley The condition is like seriously ill. (Afraid that it will be fatal) get information from the villagers that it is probably a person who used to live with relatives and used to drive a motorcycle in the alley But now the relatives have already moved Would like the staff to come to inspect and take care for the safety of homeless people and people in the community.",376
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/94d73fe0d3ec18e32f4c54a01f52b2fd432aecab.jpg,ถนนแตกเหล็กโผล่  ทำให้มอไซค์ยางแตก และเกิดอันตราย  จากปากซอยวัดทิพย์พาวาส ถึงหน้าหมู่บ้านพฤกษา51  ช่วยเข้ามาบรรเทาทีครับ  มีผู้ใช้จำนวนมาก,The steel road appeared. Break the rubber motorcycle And dangerous From the entrance of Wat Thip Pawas Arrive in front of Pruksa Village 51 Please come in. There are many users.,138
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/4bf87e8bc0a4f0d3dd6226144311bd1a70765be8.jpg,ถนนพัง ขรุขระมาก ขอให้มาแก้ไขให้ถนนเรียบ,The road is very rough. Please come and fix the road.,40
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/03fef8c484b05b1713f7d52ca29dce5b5e805dae.jpg,ถนนแตกเหล็กโผล่  ทำให้มอไซค์ยางแตก และเกิดอันตราย  จากปากซอยวัดทิพย์พาวาส ถึงหน้าหมู่บ้านพฤกษา51,The steel road appeared. Break the rubber motorcycle And dangerous From the entrance of Wat Thip Pawas Arrive in front of Pruksa Village 51,96
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/ee898b13a034161a5734d656977fa37a6aa12911.jpg,ถังขยะหายไปทำให้บริเวณหน้าโรงแรมดูสกปรกและดูไม่ดี,"The trash disappeared, making the area in front of the hotel look dirty and bad.",49
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3ea19956dff742882716c196bd41b67a912a6707.jpg,น้ำท่วมขังบริเวณปากซอยมาเป็นเวลานานจนมีตะไคร่น้ำเต็มพื้นถนนอยากให้เข้ามาช่วยลอกท่อทำการแก้ไขให้หน่อยครับ ความสูงระดับข้อเท้า น้ำท่วมมาแล้วน้อยกว่า 1 สัปดาห์,Flooded at the entrance of the alley for a long time until there is a moss. Akkot level height The flood has been less than 1 week.,156
https://storage.googleapis.com/traffy_public_bucket/attachment/2022-10/3284cbdbe887adf8001b2691a81bb8ad02a64fae.jpg,ถนนเป็นหลุม เป้นเวลานาน,The road is a long hole.,23
